,mof,conc,p,ad,q,std,heat,vdw,coul,status
1668,HIFTOG_clean_min_charges,0_0.02,200,methanol,0.0222490977,0.0017456072,-30.80138,-1311.109239,-532.65002,finished
1669,HIFTOG_clean_min_charges,0_0.02,300,methanol,0.0329746876,0.0004846336,-30.57092,-1970.674487,-751.55546,finished
1670,HIFTOG_clean_min_charges,0_0.02,400,methanol,0.0465587839,0.0026149464,-31.69158,-2775.277284,-1046.41882,finished
1671,HIFTOG_clean_min_charges,0_0.02,500,methanol,0.0606476392,0.0048355954,-31.95888,-3606.049208,-1373.55542,finished
1672,HIFTOG_clean_min_charges,0_0.02,750,methanol,0.1276071621,0.0559854874,-36.23725,-7178.646004,-2144.72376,finished
1673,HIFTOG_clean_min_charges,0_0.02,1000,methanol,0.1910038311,0.0684365982,-37.40983,-10560.809371,-2905.94749,finished
1674,HIFTOG_clean_min_charges,0_0.02,1150,methanol,0.4420926279,0.2363638623,-40.10505,-22384.910389,-3968.36353,finished
1675,HIFTOG_clean_min_charges,0_0.02,1300,methanol,0.7749401107,0.3888873614,-39.95762,-38792.901575,-4836.10986,finished
1676,HIFTOG_clean_min_charges,0_0.02,1450,methanol,0.613714576,0.1741890325,-40.64009,-31692.916501,-5005.39214,finished
1677,HIFTOG_clean_min_charges,0_0.02,1600,methanol,0.9104884414,0.1457761582,-39.56289,-45901.388424,-6658.63309,finished
1678,HIFTOG_clean_min_charges,0_0.02,1684,methanol,1.8307107422,0.4673731391,-41.30635,-89411.144883,-7261.26833,finished
1679,HIFTOG_clean_min_charges,0_0.02,1700,methanol,1.5843285508,0.2277363937,-40.90891,-77591.045867,-7822.94358,finished
1680,HIFTOG_clean_min_charges,0_0.01,1,CO2,,,,,,Nosubmission
1681,HIFTOG_clean_min_charges,0_0.01,10,CO2,,,,,,Nosubmission
1682,HIFTOG_clean_min_charges,0_0.01,100,CO2,,,,,,Nosubmission
1683,HIFTOG_clean_min_charges,0_0.01,1000,CO2,,,,,,Nosubmission
1684,HIFTOG_clean_min_charges,0_0.01,5000,CO2,,,,,,Nosubmission
1685,HIFTOG_clean_min_charges,0_0.01,10000,CO2,,,,,,Nosubmission
1686,HIFTOG_clean_min_charges,0_0.01,25000,CO2,,,,,,Nosubmission
1687,HIFTOG_clean_min_charges,0_0.01,50000,CO2,,,,,,Nosubmission
1688,HIFTOG_clean_min_charges,0_0.01,66700,CO2,,,,,,Nosubmission
1689,HIFTOG_clean_min_charges,0_0.01,75000,CO2,,,,,,Nosubmission
1690,HIFTOG_clean_min_charges,0_0.01,100000,CO2,,,,,,Nosubmission
1691,HIFTOG_clean_min_charges,0_0.01,250000,CO2,,,,,,Nosubmission
1692,HIFTOG_clean_min_charges,0_0.01,500000,CO2,,,,,,Nosubmission
1693,HIFTOG_clean_min_charges,0_0.01,750000,CO2,,,,,,Nosubmission
1694,HIFTOG_clean_min_charges,0_0.01,1000000,CO2,,,,,,Nosubmission
1695,HIFTOG_clean_min_charges,0_0.01,1,methanol,,,,,,Nosubmission
1696,HIFTOG_clean_min_charges,0_0.01,10,methanol,,,,,,Nosubmission
1697,HIFTOG_clean_min_charges,0_0.01,100,methanol,,,,,,Nosubmission
1698,HIFTOG_clean_min_charges,0_0.01,200,methanol,,,,,,Nosubmission
1699,HIFTOG_clean_min_charges,0_0.01,300,methanol,,,,,,Nosubmission
1700,HIFTOG_clean_min_charges,0_0.01,400,methanol,,,,,,Nosubmission
1701,HIFTOG_clean_min_charges,0_0.01,500,methanol,,,,,,Nosubmission
1702,HIFTOG_clean_min_charges,0_0.01,750,methanol,,,,,,Nosubmission
1703,HIFTOG_clean_min_charges,0_0.01,1000,methanol,,,,,,Nosubmission
1704,HIFTOG_clean_min_charges,0_0.01,1150,methanol,,,,,,Nosubmission
1705,HIFTOG_clean_min_charges,0_0.01,1300,methanol,,,,,,Nosubmission
1706,HIFTOG_clean_min_charges,0_0.01,1450,methanol,,,,,,Nosubmission
1707,HIFTOG_clean_min_charges,0_0.01,1600,methanol,,,,,,Nosubmission
1708,HIFTOG_clean_min_charges,0_0.01,1684,methanol,,,,,,Nosubmission
1709,HIFTOG_clean_min_charges,0_0.01,1700,methanol,,,,,,Nosubmission
1710,HIFTOG_clean_min_charges,0_0.04,1,CO2,,,,,,Nosubmission
1711,HIFTOG_clean_min_charges,0_0.04,10,CO2,,,,,,Nosubmission
1712,HIFTOG_clean_min_charges,0_0.04,100,CO2,,,,,,Nosubmission
1713,HIFTOG_clean_min_charges,0_0.04,1000,CO2,,,,,,Nosubmission
1714,HIFTOG_clean_min_charges,0_0.04,5000,CO2,,,,,,Nosubmission
1715,HIFTOG_clean_min_charges,0_0.04,10000,CO2,,,,,,Nosubmission
1716,HIFTOG_clean_min_charges,0_0.04,25000,CO2,,,,,,Nosubmission
1717,HIFTOG_clean_min_charges,0_0.04,50000,CO2,,,,,,Nosubmission
1718,HIFTOG_clean_min_charges,0_0.04,66700,CO2,,,,,,Nosubmission
1719,HIFTOG_clean_min_charges,0_0.04,75000,CO2,,,,,,Nosubmission
1720,HIFTOG_clean_min_charges,0_0.04,100000,CO2,,,,,,Nosubmission
1721,HIFTOG_clean_min_charges,0_0.04,250000,CO2,,,,,,Nosubmission
1722,HIFTOG_clean_min_charges,0_0.04,500000,CO2,,,,,,Nosubmission
1723,HIFTOG_clean_min_charges,0_0.04,750000,CO2,,,,,,Nosubmission
1724,HIFTOG_clean_min_charges,0_0.04,1000000,CO2,,,,,,Nosubmission
1725,HIFTOG_clean_min_charges,0_0.04,1,methanol,,,,,,Nosubmission
1726,HIFTOG_clean_min_charges,0_0.04,10,methanol,,,,,,Nosubmission
1727,HIFTOG_clean_min_charges,0_0.04,100,methanol,,,,,,Nosubmission
1728,HIFTOG_clean_min_charges,0_0.04,200,methanol,,,,,,Nosubmission
1729,HIFTOG_clean_min_charges,0_0.04,300,methanol,,,,,,Nosubmission
1730,HIFTOG_clean_min_charges,0_0.04,400,methanol,,,,,,Nosubmission
1731,HIFTOG_clean_min_charges,0_0.04,500,methanol,,,,,,Nosubmission
1732,HIFTOG_clean_min_charges,0_0.04,750,methanol,,,,,,Nosubmission
1733,HIFTOG_clean_min_charges,0_0.04,1000,methanol,,,,,,Nosubmission
1734,HIFTOG_clean_min_charges,0_0.04,1150,methanol,,,,,,Nosubmission
1735,HIFTOG_clean_min_charges,0_0.04,1300,methanol,,,,,,Nosubmission
1736,HIFTOG_clean_min_charges,0_0.04,1450,methanol,,,,,,Nosubmission
1737,HIFTOG_clean_min_charges,0_0.04,1600,methanol,,,,,,Nosubmission
1738,HIFTOG_clean_min_charges,0_0.04,1684,methanol,,,,,,Nosubmission
1739,HIFTOG_clean_min_charges,0_0.04,1700,methanol,,,,,,Nosubmission
1740,HIFTOG_clean_min_charges,0_0.08,1,CO2,,,,,,Nosubmission
1741,HIFTOG_clean_min_charges,0_0.08,10,CO2,,,,,,Nosubmission
1742,HIFTOG_clean_min_charges,0_0.08,100,CO2,,,,,,Nosubmission
1743,HIFTOG_clean_min_charges,0_0.08,1000,CO2,,,,,,Nosubmission
1744,HIFTOG_clean_min_charges,0_0.08,5000,CO2,,,,,,Nosubmission
1745,HIFTOG_clean_min_charges,0_0.08,10000,CO2,,,,,,Nosubmission
1746,HIFTOG_clean_min_charges,0_0.08,25000,CO2,,,,,,Nosubmission
1747,HIFTOG_clean_min_charges,0_0.08,50000,CO2,,,,,,Nosubmission
1748,HIFTOG_clean_min_charges,0_0.08,66700,CO2,,,,,,Nosubmission
1749,HIFTOG_clean_min_charges,0_0.08,75000,CO2,,,,,,Nosubmission
1750,HIFTOG_clean_min_charges,0_0.08,100000,CO2,,,,,,Nosubmission
1751,HIFTOG_clean_min_charges,0_0.08,250000,CO2,,,,,,Nosubmission
1752,HIFTOG_clean_min_charges,0_0.08,500000,CO2,,,,,,Nosubmission
1753,HIFTOG_clean_min_charges,0_0.08,750000,CO2,,,,,,Nosubmission
1754,HIFTOG_clean_min_charges,0_0.08,1000000,CO2,,,,,,Nosubmission
1755,HIFTOG_clean_min_charges,0_0.08,1,methanol,,,,,,Nosubmission
1756,HIFTOG_clean_min_charges,0_0.08,10,methanol,,,,,,Nosubmission
1757,HIFTOG_clean_min_charges,0_0.08,100,methanol,,,,,,Nosubmission
1758,HIFTOG_clean_min_charges,0_0.08,200,methanol,,,,,,Nosubmission
1759,HIFTOG_clean_min_charges,0_0.08,300,methanol,,,,,,Nosubmission
1760,HIFTOG_clean_min_charges,0_0.08,400,methanol,,,,,,Nosubmission
1761,HIFTOG_clean_min_charges,0_0.08,500,methanol,,,,,,Nosubmission
1762,HIFTOG_clean_min_charges,0_0.08,750,methanol,,,,,,Nosubmission
1763,HIFTOG_clean_min_charges,0_0.08,1000,methanol,,,,,,Nosubmission
1764,HIFTOG_clean_min_charges,0_0.08,1150,methanol,,,,,,Nosubmission
1765,HIFTOG_clean_min_charges,0_0.08,1300,methanol,,,,,,Nosubmission
1766,HIFTOG_clean_min_charges,0_0.08,1450,methanol,,,,,,Nosubmission
1767,HIFTOG_clean_min_charges,0_0.08,1600,methanol,,,,,,Nosubmission
1768,HIFTOG_clean_min_charges,0_0.08,1684,methanol,,,,,,Nosubmission
1769,HIFTOG_clean_min_charges,0_0.08,1700,methanol,,,,,,Nosubmission
1770,HIFTOG_clean_min_charges,0,1,CO2,6.56493e-05,9.0792e-06,-27.45826,-4.498072,-0.38161,finished
1771,HIFTOG_clean_min_charges,0,10,CO2,0.0006433438,1.1151e-05,-27.47986,-43.933527,-3.84452,finished
1772,HIFTOG_clean_min_charges,0,100,CO2,0.0063937454,4.42896e-05,-27.54586,-437.991503,-38.49913,finished
1773,HIFTOG_clean_min_charges,0,1000,CO2,0.0629349837,0.0007723928,-27.44189,-4295.869480,-379.84052,finished
1774,HIFTOG_clean_min_charges,0,5000,CO2,0.2900866678,0.0023189012,-27.04939,-19586.151842,-1730.91339,finished
1775,HIFTOG_clean_min_charges,0,10000,CO2,0.5325143066,0.0035170677,-26.63543,-35521.100118,-3138.38799,finished
1776,HIFTOG_clean_min_charges,0,25000,CO2,1.0862246769,0.0025476038,-25.74371,-70484.183928,-6208.89262,finished
1777,HIFTOG_clean_min_charges,0,50000,CO2,1.8571574631,0.0074530046,-25.322,-116314.188769,-10271.65849,finished
1778,HIFTOG_clean_min_charges,0,66700,CO2,2.3000072513,0.0079509601,-25.33924,-141572.480415,-12485.34769,finished
1779,HIFTOG_clean_min_charges,0,75000,CO2,2.5038554858,0.0079453202,-25.34071,-152987.503873,-13447.23784,finished
1780,HIFTOG_clean_min_charges,0,100000,CO2,3.0741737091,0.0,,,,run
1781,HIFTOG_clean_min_charges,0,250000,CO2,5.1190158411,0.0,,,,run
1782,HIFTOG_clean_min_charges,0,500000,CO2,6.0357,0.0,,,,init
1783,HIFTOG_clean_min_charges,0,750000,CO2,6.5961,0.0,,,,init
1784,HIFTOG_clean_min_charges,0,1000000,CO2,7.5202,0.0,,,,init
1785,HIFTOG_clean_min_charges,0,1,methanol,0.0001492552,1.76902e-05,-31.03366,-9.901592,-3.34145,finished
1786,HIFTOG_clean_min_charges,0,10,methanol,0.001469337,3.26718e-05,-31.16626,-97.193645,-33.07802,finished
1787,HIFTOG_clean_min_charges,0,100,methanol,0.0152480104,0.000702373,-31.81682,-1006.665301,-339.94686,finished
1788,HIFTOG_clean_min_charges,0,200,methanol,0.0313060246,0.0010170279,-31.86932,-2061.555270,-684.01494,finished
1789,HIFTOG_clean_min_charges,0,300,methanol,0.0486782764,0.0020857534,-32.7233,-3204.311339,-1039.06863,finished
1790,HIFTOG_clean_min_charges,0,400,methanol,0.0662683899,0.0022684283,-32.89236,-4350.832005,-1409.89330,finished
1791,HIFTOG_clean_min_charges,0,500,methanol,0.0848353947,0.0046115683,-33.09665,-5543.002080,-1799.58039,finished
1792,HIFTOG_clean_min_charges,0,750,methanol,0.1394553058,0.0105383198,-34.27981,-9025.810983,-2772.00332,finished
1793,HIFTOG_clean_min_charges,0,1000,methanol,0.2723812906,0.0642439798,-38.36491,-16424.670856,-4125.83703,finished
1794,HIFTOG_clean_min_charges,0,1150,methanol,0.3470498806,0.1130614768,-38.41349,-20517.346063,-4825.00254,finished
1795,HIFTOG_clean_min_charges,0,1300,methanol,0.5449960008,0.116852529,-39.44223,-30771.864466,-5953.07918,finished
1796,HIFTOG_clean_min_charges,0,1450,methanol,0.6488416383,0.2963778979,-39.43125,-36090.755601,-6823.93301,finished
1797,HIFTOG_clean_min_charges,0,1600,methanol,1.6546699688,0.4123835447,-41.84725,-85905.945735,-9874.78316,finished
1798,HIFTOG_clean_min_charges,0,1684,methanol,1.4909349853,0.6106635594,-42.72263,-78366.805435,-10218.34587,finished
1799,HIFTOG_clean_min_charges,0,1700,methanol,1.9149160084,0.4530816973,-42.38735,-98831.475372,-10468.75960,finished
1800,KAYBIX_clean_min_charges,0_0.02,1,CO2,0.0001085601,5.4431e-06,-24.3231,-8.071397,-0.30597,finished
1801,KAYBIX_clean_min_charges,0_0.02,10,CO2,0.0011240115,2.30844e-05,-24.41514,-83.713697,-3.34871,finished
1802,KAYBIX_clean_min_charges,0_0.02,100,CO2,0.0111707307,6.30644e-05,-24.40383,-831.638727,-32.59550,finished
1803,KAYBIX_clean_min_charges,0_0.02,1000,CO2,0.1123402843,0.0002412231,-24.57524,-8367.474708,-333.00094,finished
1804,KAYBIX_clean_min_charges,0_0.02,5000,CO2,0.5533662266,0.0031152601,-25.26919,-41288.609300,-1664.04580,finished
1805,KAYBIX_clean_min_charges,0_0.02,10000,CO2,1.0647570138,0.0054434981,-26.02147,-79628.047711,-3329.15658,finished
1806,KAYBIX_clean_min_charges,0_0.02,25000,CO2,2.389920859,0.0,,,,run
1807,KAYBIX_clean_min_charges,0_0.02,50000,CO2,3.6785900631,0.0,,,,run
1808,KAYBIX_clean_min_charges,0_0.02,66700,CO2,4.0808,0.0,,,,init
1809,KAYBIX_clean_min_charges,0_0.02,75000,CO2,4.4203,0.0,,,,init
1810,KAYBIX_clean_min_charges,0_0.02,100000,CO2,4.9613,0.0,,,,init
1811,KAYBIX_clean_min_charges,0_0.02,250000,CO2,6.0239,0.0,,,,init
1812,KAYBIX_clean_min_charges,0_0.02,500000,CO2,7.1001,0.0,,,,init
1813,KAYBIX_clean_min_charges,0_0.02,750000,CO2,6.708,0.0,,,,init
1814,KAYBIX_clean_min_charges,0_0.02,1000000,CO2,6.9284,0.0,,,,init
1815,KAYBIX_clean_min_charges,0_0.02,1,methanol,0.0006278855,0.0001203661,-38.56663,-41.119857,-42.25695,finished
1816,KAYBIX_clean_min_charges,0_0.02,10,methanol,0.0100000922,0.0017546268,-44.96833,-587.846033,-974.19350,finished
1817,KAYBIX_clean_min_charges,0_0.02,100,methanol,0.087703865,0.0073992596,-39.33125,-5650.328243,-6263.38500,finished
1818,KAYBIX_clean_min_charges,0_0.02,200,methanol,0.211263593,0.0206261198,-38.7621,-14495.271355,-10956.20938,finished
1819,KAYBIX_clean_min_charges,0_0.02,300,methanol,0.4447807484,0.0507911749,-41.20564,-31478.229188,-17366.87621,finished
1820,KAYBIX_clean_min_charges,0_0.02,400,methanol,0.7332506235,0.1065413839,-42.37996,-53201.076471,-22264.85627,finished
1821,KAYBIX_clean_min_charges,0_0.02,500,methanol,1.3984510072,0.195892467,-43.38187,-104344.202611,-25823.20899,finished
1822,KAYBIX_clean_min_charges,0_0.02,750,methanol,4.8097,0.0,,,,init
1823,KAYBIX_clean_min_charges,0_0.02,1000,methanol,6.3447,0.0,,,,init
1824,KAYBIX_clean_min_charges,0_0.02,1150,methanol,5.6965,0.0,,,,init
1825,KAYBIX_clean_min_charges,0_0.02,1300,methanol,6.1741,0.0,,,,init
1826,KAYBIX_clean_min_charges,0_0.02,1450,methanol,6.4811,0.0,,,,init
1827,KAYBIX_clean_min_charges,0_0.02,1600,methanol,6.2764,0.0,,,,init
1828,KAYBIX_clean_min_charges,0_0.02,1684,methanol,6.2763,0.0,,,,init
1829,KAYBIX_clean_min_charges,0_0.02,1700,methanol,6.4128,0.0,,,,init
1830,KAYBIX_clean_min_charges,0_0.03,1,CO2,0.0001345156,4.0183e-06,-25.28437,-6.815728,-0.37186,finished
1831,KAYBIX_clean_min_charges,0_0.03,10,CO2,0.0013396077,4.0283e-05,-25.23412,-67.661469,-3.80025,finished
1832,KAYBIX_clean_min_charges,0_0.03,100,CO2,0.0131541198,0.0001658332,-25.2768,-664.809304,-37.65850,finished
1833,KAYBIX_clean_min_charges,0_0.03,1000,CO2,0.1323287054,0.0006119357,-25.45956,-6691.645259,-377.74186,finished
1834,KAYBIX_clean_min_charges,0_0.03,5000,CO2,0.6518510125,0.0040829948,-26.32011,-33027.128382,-1930.13301,finished
1835,KAYBIX_clean_min_charges,0_0.03,10000,CO2,1.2113881526,0.0039291543,-27.12008,-61487.194124,-3656.99622,finished
1836,KAYBIX_clean_min_charges,0_0.03,25000,CO2,2.5463305255,0.0065126934,-29.10661,-129866.091297,-8392.23506,finished
1837,KAYBIX_clean_min_charges,0_0.03,50000,CO2,3.7460151682,0.0114262148,-31.12159,-191981.932956,-13360.95554,finished
1838,KAYBIX_clean_min_charges,0_0.03,66700,CO2,4.2139083202,0.0,,,,run
1839,KAYBIX_clean_min_charges,0_0.03,75000,CO2,4.3897229836,0.0,,,,run
1840,KAYBIX_clean_min_charges,0_0.03,100000,CO2,4.7877421246,0.0,,,,run
1841,KAYBIX_clean_min_charges,0_0.03,250000,CO2,5.8125578189,0.0,,,,run
1842,KAYBIX_clean_min_charges,0_0.03,500000,CO2,6.347279128,0.0,,,,run
1843,KAYBIX_clean_min_charges,0_0.03,750000,CO2,6.5919146344,0.0,,,,run
1844,KAYBIX_clean_min_charges,0_0.03,1000000,CO2,6.7504839218,0.0,,,,run
1845,KAYBIX_clean_min_charges,0_0.03,1,methanol,0.0008365504,0.0002137593,-37.00975,-38.916509,-31.73771,finished
1846,KAYBIX_clean_min_charges,0_0.03,10,methanol,0.0087486284,0.0007714236,-38.35486,-401.460460,-347.32694,finished
1847,KAYBIX_clean_min_charges,0_0.03,100,methanol,0.1166183035,0.0083801956,-40.75081,-5548.741834,-3808.45751,finished
1848,KAYBIX_clean_min_charges,0_0.03,200,methanol,0.285397167,0.0218952589,-40.92372,-13860.595925,-7970.86415,finished
1849,KAYBIX_clean_min_charges,0_0.03,300,methanol,0.6242889773,0.0666378793,-42.56614,-31073.532897,-14236.63280,finished
1850,KAYBIX_clean_min_charges,0_0.03,400,methanol,1.1500045815,0.1947069174,-44.86761,-58312.298147,-19418.93746,finished
1851,KAYBIX_clean_min_charges,0_0.03,500,methanol,2.34311514,0.23679957,-47.19369,-119898.871564,-29679.91422,finished
1852,KAYBIX_clean_min_charges,0_0.03,750,methanol,4.7678327975,0.0,,,,run
1853,KAYBIX_clean_min_charges,0_0.03,1000,methanol,5.3098820138,0.0,,,,run
1854,KAYBIX_clean_min_charges,0_0.03,1150,methanol,5.4749291829,0.0,,,,run
1855,KAYBIX_clean_min_charges,0_0.03,1300,methanol,5.5799583296,0.0,,,,run
1856,KAYBIX_clean_min_charges,0_0.03,1450,methanol,5.7748491083,0.0,,,,run
1857,KAYBIX_clean_min_charges,0_0.03,1600,methanol,5.8262905238,0.0,,,,run
1858,KAYBIX_clean_min_charges,0_0.03,1684,methanol,5.9314099569,0.0,,,,run
1859,KAYBIX_clean_min_charges,0_0.03,1700,methanol,5.797785825,0.0,,,,run
1860,KAYBIX_clean_min_charges,0_0.25,1,CO2,0.0002203767,5.4459e-06,-28.73545,-11.440290,-0.99393,finished
1861,KAYBIX_clean_min_charges,0_0.25,10,CO2,0.0022898255,8.28516e-05,-28.76633,-118.126755,-11.15690,finished
1862,KAYBIX_clean_min_charges,0_0.25,100,CO2,0.0230860588,0.0001048239,-28.77075,-1192.243624,-110.23377,finished
1863,KAYBIX_clean_min_charges,0_0.25,1000,CO2,0.2242828407,0.0013335861,-28.99983,-11571.163178,-1082.73071,finished
1864,KAYBIX_clean_min_charges,0_0.25,5000,CO2,0.9734587717,0.009972899,-29.80347,-50063.409033,-4871.16443,finished
1865,KAYBIX_clean_min_charges,0_0.25,10000,CO2,1.6243126362,0.0068577417,-30.49167,-83305.682251,-8410.65979,finished
1866,KAYBIX_clean_min_charges,0_0.25,25000,CO2,2.7448850666,0.0026381276,-32.13897,-140268.711378,-15123.26444,finished
1867,KAYBIX_clean_min_charges,0_0.25,50000,CO2,3.5440470074,0.0074413219,-33.64368,-180944.027448,-20840.57368,finished
1868,KAYBIX_clean_min_charges,0_0.25,66700,CO2,3.8378771063,0.0091742905,-34.35464,-195925.953296,-23232.24398,finished
1869,KAYBIX_clean_min_charges,0_0.25,75000,CO2,3.9484349698,0.0117403341,-34.71729,-201668.812340,-24144.11846,finished
1870,KAYBIX_clean_min_charges,0_0.25,100000,CO2,4.2079027044,0.0130055442,-35.18975,-214951.846599,-26442.25079,finished
1871,KAYBIX_clean_min_charges,0_0.25,250000,CO2,4.8632309486,0.0,,,,run
1872,KAYBIX_clean_min_charges,0_0.25,500000,CO2,5.2425047006,0.0,,,,run
1873,KAYBIX_clean_min_charges,0_0.25,750000,CO2,5.3968002067,0.0,,,,run
1874,KAYBIX_clean_min_charges,0_0.25,1000000,CO2,5.4995953681,0.0,,,,run
1875,KAYBIX_clean_min_charges,0_0.25,1,methanol,0.0040768612,0.0003068059,-44.70959,-174.201116,-204.18424,finished
1876,KAYBIX_clean_min_charges,0_0.25,10,methanol,0.0435648317,0.0024200333,-45.62702,-1873.920769,-2164.03410,finished
1877,KAYBIX_clean_min_charges,0_0.25,100,methanol,0.7490036899,0.0637150997,-48.02145,-33587.555359,-31323.89946,finished
1878,KAYBIX_clean_min_charges,0_0.25,200,methanol,4.4382969456,0.0644066431,-55.36768,-218521.375618,-115820.35926,finished
1879,KAYBIX_clean_min_charges,0_0.25,300,methanol,4.9066558122,0.0645977545,-52.57324,-242549.667856,-116532.92143,finished
1880,KAYBIX_clean_min_charges,0_0.25,400,methanol,5.0271556696,0.0778053432,-49.2667,-247905.921692,-115380.53600,finished
1881,KAYBIX_clean_min_charges,0_0.25,500,methanol,-2.5175484031,0.0269979943,-50.59154,-253792.097807,-113666.46154,finished
1882,KAYBIX_clean_min_charges,0_0.25,750,methanol,-2.5634018401,0.0688412772,-52.3167,-251040.997827,-115616.88939,finished
1883,KAYBIX_clean_min_charges,0_0.25,1000,methanol,-2.5537380616,0.0323588103,-50.34583,-252637.860467,-114611.08581,finished
1884,KAYBIX_clean_min_charges,0_0.25,1150,methanol,-2.5131163394,0.0592250111,-49.92016,-253306.162038,-114276.45441,finished
1885,KAYBIX_clean_min_charges,0_0.25,1300,methanol,-2.5176812842,0.0504353363,-46.81783,-253888.011408,-113525.65167,finished
1886,KAYBIX_clean_min_charges,0_0.25,1450,methanol,-2.5809174747,0.0523727478,-52.7107,-249794.478514,-117929.72123,finished
1887,KAYBIX_clean_min_charges,0_0.25,1600,methanol,-2.5125365365,0.051355564,-50.64572,-254038.137627,-113019.13664,finished
1888,KAYBIX_clean_min_charges,0_0.25,1684,methanol,-2.475096211,0.0410097297,-47.34165,-257298.366700,-109518.62460,finished
1889,KAYBIX_clean_min_charges,0_0.25,1700,methanol,-2.531403884,0.036287744,-46.90561,-253928.814017,-113993.98715,finished
1890,KAYBIX_clean_min_charges,0_0.04,1,CO2,0.0003374379,1.18271e-05,-29.86554,-29.592384,-2.74240,finished
1891,KAYBIX_clean_min_charges,0_0.04,10,CO2,0.0034151577,2.11059e-05,-29.91415,-299.925741,-27.86749,finished
1892,KAYBIX_clean_min_charges,0_0.04,100,CO2,0.0335992427,0.0001783657,-29.94596,-2951.652831,-272.54549,finished
1893,KAYBIX_clean_min_charges,0_0.04,1000,CO2,0.3216909453,0.0017096774,-30.30978,-28272.051740,-2608.48139,finished
1894,KAYBIX_clean_min_charges,0_0.04,5000,CO2,1.2635019372,0.0038635099,-31.51254,-111269.962456,-10288.49287,finished
1895,KAYBIX_clean_min_charges,0_0.04,10000,CO2,1.9964699483,0.0047821844,-32.65272,-176201.258243,-16363.74271,finished
1896,KAYBIX_clean_min_charges,0_0.04,25000,CO2,3.0193374193,0.0,,,,run
1897,KAYBIX_clean_min_charges,0_0.04,50000,CO2,3.7021124319,0.0,,,,run
1898,KAYBIX_clean_min_charges,0_0.04,66700,CO2,3.9752507186,0.0,,,,run
1899,KAYBIX_clean_min_charges,0_0.04,75000,CO2,4.0481040635,0.0,,,,run
1900,KAYBIX_clean_min_charges,0_0.04,100000,CO2,4.4216,0.0,,,,init
1901,KAYBIX_clean_min_charges,0_0.04,250000,CO2,4.8131,0.0,,,,init
1902,KAYBIX_clean_min_charges,0_0.04,500000,CO2,5.1898,0.0,,,,init
1903,KAYBIX_clean_min_charges,0_0.04,750000,CO2,5.5654,0.0,,,,init
1904,KAYBIX_clean_min_charges,0_0.04,1000000,CO2,5.6305,0.0,,,,init
1905,KAYBIX_clean_min_charges,0_0.04,1,methanol,0.0145475907,0.0033426873,-56.08119,-1066.255802,-1738.68219,finished
1906,KAYBIX_clean_min_charges,0_0.04,10,methanol,0.1179600893,0.0088411275,-53.54508,-8954.372520,-12425.14752,finished
1907,KAYBIX_clean_min_charges,0_0.04,100,methanol,0.985731535,0.1350949086,-47.94306,-86046.186389,-47464.70191,finished
1908,KAYBIX_clean_min_charges,0_0.04,200,methanol,4.6057388707,0.0,,,,run
1909,KAYBIX_clean_min_charges,0_0.04,300,methanol,4.9249852803,0.0,,,,run
1910,KAYBIX_clean_min_charges,0_0.04,400,methanol,5.107039205,0.0,,,,run
1911,KAYBIX_clean_min_charges,0_0.04,500,methanol,-1.8094276157,0.0,,,,run
1912,KAYBIX_clean_min_charges,0_0.04,750,methanol,-1.9507638491,0.0,,,,run
1913,KAYBIX_clean_min_charges,0_0.04,1000,methanol,-1.8659921232,0.0,,,,run
1914,KAYBIX_clean_min_charges,0_0.04,1150,methanol,-1.8660225992,0.0,,,,run
1915,KAYBIX_clean_min_charges,0_0.04,1300,methanol,-2.0133011996,0.0,,,,run
1916,KAYBIX_clean_min_charges,0_0.04,1450,methanol,-1.9277411926,0.0,,,,run
1917,KAYBIX_clean_min_charges,0_0.04,1600,methanol,-1.9348897909,0.0,,,,run
1918,KAYBIX_clean_min_charges,0_0.04,1684,methanol,-2.1013156881,0.0,,,,run
1919,KAYBIX_clean_min_charges,0_0.04,1700,methanol,-1.8859658559,0.0,,,,run
1920,KAYBIX_clean_min_charges,0_0.08,1,CO2,,,,,,Nosubmission
1921,KAYBIX_clean_min_charges,0_0.08,10,CO2,,,,,,Nosubmission
1922,KAYBIX_clean_min_charges,0_0.08,100,CO2,,,,,,Nosubmission
1923,KAYBIX_clean_min_charges,0_0.08,1000,CO2,,,,,,Nosubmission
1924,KAYBIX_clean_min_charges,0_0.08,5000,CO2,,,,,,Nosubmission
1925,KAYBIX_clean_min_charges,0_0.08,10000,CO2,,,,,,Nosubmission
1926,KAYBIX_clean_min_charges,0_0.08,25000,CO2,,,,,,Nosubmission
1927,KAYBIX_clean_min_charges,0_0.08,50000,CO2,,,,,,Nosubmission
1928,KAYBIX_clean_min_charges,0_0.08,66700,CO2,,,,,,Nosubmission
1929,KAYBIX_clean_min_charges,0_0.08,75000,CO2,,,,,,Nosubmission
1930,KAYBIX_clean_min_charges,0_0.08,100000,CO2,,,,,,Nosubmission
1931,KAYBIX_clean_min_charges,0_0.08,250000,CO2,,,,,,Nosubmission
1932,KAYBIX_clean_min_charges,0_0.08,500000,CO2,,,,,,Nosubmission
1933,KAYBIX_clean_min_charges,0_0.08,750000,CO2,,,,,,Nosubmission
1934,KAYBIX_clean_min_charges,0_0.08,1000000,CO2,,,,,,Nosubmission
