,mof,conc,p,ad,q,std,heat,status
587,GUYLUI_clean_min_charges,0_0.04,100,ethane,0.0356060749,0.0002785032,-34.83274,finished
588,GUYLUI_clean_min_charges,0_0.04,1000,ethane,0.275381209,0.002552907,-35.22966,finished
589,GUYLUI_clean_min_charges,0_0.04,5000,ethane,0.6753195931,0.0015861574,-35.90374,finished
590,GUYLUI_clean_min_charges,0_0.04,10000,ethane,0.8378015112,0.0051590597,-36.01026,finished
591,GUYLUI_clean_min_charges,0_0.04,25000,ethane,1.0140273384,0.0053323717,-36.02898,finished
592,GUYLUI_clean_min_charges,0_0.04,50000,ethane,1.1225356399,0.0041148807,-35.94484,finished
593,GUYLUI_clean_min_charges,0_0.04,66700,ethane,1.1581804746,0.0045761259,-36.52191,finished
594,GUYLUI_clean_min_charges,0_0.04,75000,ethane,1.174467805,0.0040772291,-35.93521,finished
595,GUYLUI_clean_min_charges,0_0.04,100000,ethane,1.2039570565,0.0062690556,-36.13852,finished
596,GUYLUI_clean_min_charges,0_0.04,250000,ethane,1.2876003442,0.0027814442,-35.16228,finished
597,GUYLUI_clean_min_charges,0_0.04,500000,ethane,1.3249465986,0.0049750874,-35.96106,finished
598,GUYLUI_clean_min_charges,0_0.04,750000,ethane,1.3324746994,0.0052986866,-36.01431,finished
599,GUYLUI_clean_min_charges,0_0.04,1000000,ethane,1.3407231799,0.0044261782,-36.21825,finished
600,GUYLUI_clean_min_charges,0_0.08,1,ethene,0.0001104483,7.839e-06,-29.22497,finished
601,GUYLUI_clean_min_charges,0_0.08,10,ethene,0.0010532922,3.59436e-05,-29.10537,finished
602,GUYLUI_clean_min_charges,0_0.08,100,ethene,0.0104253456,0.0001267308,-29.12294,finished
603,GUYLUI_clean_min_charges,0_0.08,1000,ethene,0.0963234386,0.0007360716,-29.17174,finished
604,GUYLUI_clean_min_charges,0_0.08,5000,ethene,0.3649629608,0.0052119232,-29.44425,finished
605,GUYLUI_clean_min_charges,0_0.08,10000,ethene,0.558615132,0.0056654936,-29.62828,finished
606,GUYLUI_clean_min_charges,0_0.08,25000,ethene,0.8302476294,0.0025676494,-29.9758,finished
607,GUYLUI_clean_min_charges,0_0.08,50000,ethene,1.0182708508,0.0066265116,-30.25672,finished
608,GUYLUI_clean_min_charges,0_0.08,66700,ethene,1.0940873908,0.0027008323,-30.26523,finished
609,GUYLUI_clean_min_charges,0_0.08,75000,ethene,1.1201054708,0.0043412562,-30.32549,finished
610,GUYLUI_clean_min_charges,0_0.08,100000,ethene,1.1892634259,0.0050268967,-30.38193,finished
611,GUYLUI_clean_min_charges,0_0.08,250000,ethene,1.3804634293,0.0037548636,-30.20555,finished
612,GUYLUI_clean_min_charges,0_0.08,500000,ethene,1.4907869326,0.0032097962,-30.31874,finished
613,GUYLUI_clean_min_charges,0_0.08,750000,ethene,1.5457541391,0.0070449767,-30.03748,finished
614,GUYLUI_clean_min_charges,0_0.08,1000000,ethene,1.5808924683,0.0082118628,-29.84962,finished
615,GUYLUI_clean_min_charges,0_0.08,1,ethane,0.0004357759,1.11699e-05,-33.72081,finished
616,GUYLUI_clean_min_charges,0_0.08,10,ethane,0.0042131503,6.16463e-05,-33.75763,finished
617,GUYLUI_clean_min_charges,0_0.08,100,ethane,0.0409757233,0.0005316026,-33.77116,finished
618,GUYLUI_clean_min_charges,0_0.08,1000,ethane,0.3075539652,0.0026901424,-34.13351,finished
619,GUYLUI_clean_min_charges,0_0.08,5000,ethane,0.7231779703,0.0036206479,-34.81501,finished
620,GUYLUI_clean_min_charges,0_0.08,10000,ethane,0.8903283088,0.0048315386,-35.05031,finished
621,GUYLUI_clean_min_charges,0_0.08,25000,ethane,1.0802876771,0.0052138023,-35.24315,finished
622,GUYLUI_clean_min_charges,0_0.08,50000,ethane,1.2116420154,0.0023926371,-35.55408,finished
623,GUYLUI_clean_min_charges,0_0.08,66700,ethane,1.2536973575,0.0088056729,-35.41062,finished
624,GUYLUI_clean_min_charges,0_0.08,75000,ethane,1.2713918033,0.0085268375,-35.51471,finished
625,GUYLUI_clean_min_charges,0_0.08,100000,ethane,1.3200080926,0.0035352658,-35.52648,finished
626,GUYLUI_clean_min_charges,0_0.08,250000,ethane,1.4316956273,0.0084199805,-35.69857,finished
627,GUYLUI_clean_min_charges,0_0.08,500000,ethane,1.4905085988,0.0079898345,-35.78735,finished
628,GUYLUI_clean_min_charges,0_0.08,750000,ethane,1.5147529571,0.0068470146,-34.55494,finished
629,GUYLUI_clean_min_charges,0_0.08,1000000,ethane,1.5272061394,0.0055496325,-34.75811,finished
630,FIPXEJ_clean_min_charges,0_0.03,1,ethene,1.78477e-05,1.415e-06,-28.66258,finished
631,FIPXEJ_clean_min_charges,0_0.03,10,ethene,0.0001667148,9.8866e-06,-28.75817,finished
632,FIPXEJ_clean_min_charges,0_0.03,100,ethene,0.0016713257,2.09575e-05,-28.6675,finished
633,FIPXEJ_clean_min_charges,0_0.03,1000,ethene,0.0168125734,0.0003497077,-28.72392,finished
634,FIPXEJ_clean_min_charges,0_0.03,5000,ethene,0.081725646,0.0010805546,-28.79579,finished
635,FIPXEJ_clean_min_charges,0_0.03,10000,ethene,0.1574276,0.0016832489,-28.81065,finished
636,FIPXEJ_clean_min_charges,0_0.03,25000,ethene,0.3612908388,0.0043598105,-28.83029,finished
637,FIPXEJ_clean_min_charges,0_0.03,50000,ethene,0.6239340773,0.0066566501,-28.87815,finished
638,FIPXEJ_clean_min_charges,0_0.03,66700,ethene,0.7729795875,0.008282454,-28.91879,finished
639,FIPXEJ_clean_min_charges,0_0.03,75000,ethene,0.8449989847,0.0083658824,-28.95183,finished
640,FIPXEJ_clean_min_charges,0_0.03,100000,ethene,1.0239518198,0.0085432574,-28.91802,finished
641,FIPXEJ_clean_min_charges,0_0.03,250000,ethene,1.6695370715,0.0105384353,-28.78895,finished
642,FIPXEJ_clean_min_charges,0_0.03,500000,ethene,2.161942551,0.0084342125,-28.63108,finished
643,FIPXEJ_clean_min_charges,0_0.03,750000,ethene,2.4296865052,0.0048056124,-28.52144,finished
644,FIPXEJ_clean_min_charges,0_0.03,1000000,ethene,2.5858633856,0.0083998269,-28.55559,finished
645,FIPXEJ_clean_min_charges,0_0.03,1,ethane,3.46115e-05,3.6778e-06,-32.4113,finished
646,FIPXEJ_clean_min_charges,0_0.03,10,ethane,0.0003472689,1.41608e-05,-32.66871,finished
647,FIPXEJ_clean_min_charges,0_0.03,100,ethane,0.0034543307,7.66067e-05,-32.75952,finished
648,FIPXEJ_clean_min_charges,0_0.03,1000,ethane,0.0339327049,0.0009823311,-32.75752,finished
649,FIPXEJ_clean_min_charges,0_0.03,5000,ethane,0.1601176764,0.0042950308,-32.83098,finished
650,FIPXEJ_clean_min_charges,0_0.03,10000,ethane,0.2982873858,0.0067037679,-32.86233,finished
651,FIPXEJ_clean_min_charges,0_0.03,25000,ethane,0.6165698029,0.0105819271,-32.95873,finished
652,FIPXEJ_clean_min_charges,0_0.03,50000,ethane,0.9992348281,0.0096667326,-33.00394,finished
653,FIPXEJ_clean_min_charges,0_0.03,66700,ethane,1.1852740343,0.0123646795,-32.95888,finished
654,FIPXEJ_clean_min_charges,0_0.03,75000,ethane,1.2534597324,0.0148270581,-32.75729,finished
655,FIPXEJ_clean_min_charges,0_0.03,100000,ethane,1.4378154273,0.0150053462,-32.84041,finished
656,FIPXEJ_clean_min_charges,0_0.03,250000,ethane,2.0239591463,0.0066787898,-32.11033,finished
657,FIPXEJ_clean_min_charges,0_0.03,500000,ethane,2.4527189703,0.0082441592,-32.15062,finished
658,FIPXEJ_clean_min_charges,0_0.03,750000,ethane,2.672403829,0.0122150223,-31.77818,finished
659,FIPXEJ_clean_min_charges,0_0.03,1000000,ethane,2.7918994354,0.0102792451,-32.20417,finished
660,FIPXEJ_clean_min_charges,0_0.06,1,ethene,4.323e-07,1.905e-07,-27.24697,finished
661,FIPXEJ_clean_min_charges,0_0.06,10,ethene,4.4353e-06,1.467e-06,-26.38676,finished
662,FIPXEJ_clean_min_charges,0_0.06,100,ethene,4.05435e-05,5.2251e-06,-26.08373,finished
663,FIPXEJ_clean_min_charges,0_0.06,1000,ethene,0.000390869,3.03607e-05,-26.0998,finished
664,FIPXEJ_clean_min_charges,0_0.06,5000,ethene,0.0020425532,3.84789e-05,-26.11591,finished
665,FIPXEJ_clean_min_charges,0_0.06,10000,ethene,0.0039590142,0.000112962,-26.16037,finished
666,FIPXEJ_clean_min_charges,0_0.06,25000,ethene,0.0092699709,0.0004322438,-26.19622,finished
667,FIPXEJ_clean_min_charges,0_0.06,50000,ethene,0.0176126188,0.0009304345,-26.17257,finished
668,FIPXEJ_clean_min_charges,0_0.06,66700,ethene,0.0228866936,0.0008133259,-26.2161,finished
669,FIPXEJ_clean_min_charges,0_0.06,75000,ethene,0.0257473211,0.0007189663,-26.2303,finished
670,FIPXEJ_clean_min_charges,0_0.06,100000,ethene,0.0338340571,0.0006452016,-26.17472,finished
671,FIPXEJ_clean_min_charges,0_0.06,250000,ethene,0.0657153997,0.0007564836,-26.19668,finished
672,FIPXEJ_clean_min_charges,0_0.06,500000,ethene,0.0977925694,0.0014652572,-26.24225,finished
673,FIPXEJ_clean_min_charges,0_0.06,750000,ethene,0.1161405498,0.002927762,-26.19951,finished
674,FIPXEJ_clean_min_charges,0_0.06,1000000,ethene,0.1254947288,0.0014996163,-26.24139,finished
675,FIPXEJ_clean_min_charges,0_0.06,1,ethane,5.444e-07,8.155e-07,,finished
676,FIPXEJ_clean_min_charges,0_0.06,10,ethane,5.1635e-06,2.3965e-06,-29.33793,finished
677,FIPXEJ_clean_min_charges,0_0.06,100,ethane,5.60044e-05,3.5512e-06,-29.38752,finished
678,FIPXEJ_clean_min_charges,0_0.06,1000,ethane,0.0005784728,4.30169e-05,-29.60632,finished
679,FIPXEJ_clean_min_charges,0_0.06,5000,ethane,0.0029414657,9.62819e-05,-29.7658,finished
680,FIPXEJ_clean_min_charges,0_0.06,10000,ethane,0.0054961153,0.0003199366,-29.71687,finished
681,FIPXEJ_clean_min_charges,0_0.06,25000,ethane,0.0135352125,0.001282307,-29.67866,finished
682,FIPXEJ_clean_min_charges,0_0.06,50000,ethane,0.0242853808,0.0014029132,-29.62996,finished
683,FIPXEJ_clean_min_charges,0_0.06,66700,ethane,0.0315922514,0.0015392326,-29.63548,finished
684,FIPXEJ_clean_min_charges,0_0.06,75000,ethane,0.0340989794,0.0009976627,-29.61021,finished
685,FIPXEJ_clean_min_charges,0_0.06,100000,ethane,0.0445781701,0.0020552537,-29.6716,finished
686,FIPXEJ_clean_min_charges,0_0.06,250000,ethane,0.0814828727,0.0024326805,-29.68695,finished
687,FIPXEJ_clean_min_charges,0_0.06,500000,ethane,0.1129216296,0.0031452061,-29.82016,finished
688,FIPXEJ_clean_min_charges,0_0.06,750000,ethane,0.131265088,0.0058050575,-29.81507,finished
689,FIPXEJ_clean_min_charges,0_0.06,1000000,ethane,0.1416835946,0.0044952616,-29.69005,finished
